起点id,终点id,序号,起点,终点,路径,长度/m
42640,42638,2,12,2,"12,1,f,2",2231
42640,42638,3,12,2,"12,1,f,e,f,2",2491
42640,42638,4,12,2,"12,1,f,e,f,e,f,2",2751
42638,42641,1,2,61,"2,a,b,61",1327
42638,42641,2,2,61,"2,f,e,d,61",1463
42638,42641,3,2,61,"2,a,d,61",1536
42638,42641,4,2,61,"2,f,e,c,61",1665
42644,42643,1,5,61,"5,b,61",987
42644,42643,2,5,61,"5,6,61",1014
42644,42643,3,5,61,"5,6,62,c,61",1569
42644,42643,4,5,61,"5,6,62,6,61",1704
42646,42647,1,2,5,"2,a,b,5",1380
42646,42647,2,2,5,"2,a,b,61,b,5",2314
42646,42647,3,2,5,"2,a,b,61,6,5",2341
42646,42647,4,2,5,"2,a,b,a,b,5",2380
42665,42655,1,1,62,"1,f,e,c,62",2425
42665,42655,2,1,62,"1,f,e,d,61,c,62",2623
42665,42655,3,1,62,"1,f,e,f,e,c,62",2685
42665,42655,4,1,62,"1,f,e,d,61,6,62",2758
42666,42663,1,61,62,"61,c,62",790
42666,42663,2,61,62,"61,6,62",925
42666,42663,3,61,62,"61,b,5,6,62",1766
42666,42663,4,61,62,"61,6,5,6,62",1793
42673,42672,1,61,62,"61,c,62",790
42673,42672,2,61,62,"61,6,62",925
42673,42672,3,61,62,"61,b,5,6,62",1766
42673,42672,4,61,62,"61,6,5,6,62",1793
42672,42669,1,5,61,"5,b,61",987
42672,42669,2,5,61,"5,6,61",1014
42672,42669,3,5,61,"5,6,62,c,61",1569
42672,42669,4,5,61,"5,6,62,6,61",1704
42678,42677,1,2,61,"2,a,b,61",1327
42678,42677,2,2,61,"2,f,e,d,61",1463
42678,42677,3,2,61,"2,a,d,61",1536
42678,42677,4,2,61,"2,f,e,c,61",1665
42682,42680,1,61,62,"61,c,62",790
42682,42680,2,61,62,"61,6,62",925
42682,42680,3,61,62,"61,b,5,6,62",1766
42682,42680,4,61,62,"61,6,5,6,62",1793
42683,42679,1,5,62,"5,6,62",779
42683,42679,2,5,62,"5,b,61,c,62",1777
42683,42679,3,5,62,"5,6,61,c,62",1804
42683,42679,4,5,62,"5,b,61,6,62",1912
42689,42684,1,2,62,"2,f,e,c,62",2055
42689,42684,2,2,62,"2,a,b,61,c,62",2117
42689,42684,3,2,62,"2,a,b,5,6,62",2159
42689,42684,4,2,62,"2,a,b,61,6,62",2252
42690,42688,1,61,62,"61,c,62",790
42690,42688,2,61,62,"61,6,62",925
42690,42688,3,61,62,"61,b,5,6,62",1766
42690,42688,4,61,62,"61,6,5,6,62",1793
42688,42685,1,2,61,"2,a,b,61",1327
42688,42685,2,2,61,"2,f,e,d,61",1463
42688,42685,3,2,61,"2,a,d,61",1536
42688,42685,4,2,61,"2,f,e,c,61",1665
42702,42701,1,2,5,"2,a,b,5",1380
42702,42701,2,2,5,"2,a,b,61,b,5",2314
42702,42701,3,2,5,"2,a,b,61,6,5",2341
42702,42701,4,2,5,"2,a,b,a,b,5",2380
42711,42707,1,1,62,"1,f,e,c,62",2425
42711,42707,2,1,62,"1,f,e,d,61,c,62",2623
42711,42707,3,1,62,"1,f,e,f,e,c,62",2685
42711,42707,4,1,62,"1,f,e,d,61,6,62",2758
42745,42748,1,61,62,"61,c,62",790
42745,42748,2,61,62,"61,6,62",925
42745,42748,3,61,62,"61,b,5,6,62",1766
42745,42748,4,61,62,"61,6,5,6,62",1793
42748,42746,1,61,62,"61,c,62",790
42748,42746,2,61,62,"61,6,62",925
42748,42746,3,61,62,"61,b,5,6,62",1766
42748,42746,4,61,62,"61,6,5,6,62",1793
42782,42781,1,61,62,"61,c,62",790
42782,42781,2,61,62,"61,6,62",925
42782,42781,3,61,62,"61,b,5,6,62",1766
42782,42781,4,61,62,"61,6,5,6,62",1793
42793,42788,1,1,5,"1,2,a,b,5",2106
42793,42788,2,1,5,"1,f,e,d,61,b,5",2820
42793,42788,3,1,5,"1,2,a,2,a,b,5",2826
42793,42788,4,1,5,"1,f,e,d,a,b,5",2829
42797,42798,1,13,62,"13,1,f,e,c,62",3310
42797,42798,2,13,62,"13,1,f,e,d,61,c,62",3508
42797,42798,3,13,62,"13,1,f,e,f,e,c,62",3570
42797,42798,4,13,62,"13,1,f,e,d,61,6,62",3643
42798,42794,1,5,62,"5,6,62",779
42798,42794,2,5,62,"5,b,61,c,62",1777
42798,42794,3,5,62,"5,6,61,c,62",1804
42798,42794,4,5,62,"5,b,61,6,62",1912
42794,42792,1,2,5,"2,a,b,5",1380
42794,42792,2,2,5,"2,a,b,61,b,5",2314
42794,42792,3,2,5,"2,a,b,61,6,5",2341
42794,42792,4,2,5,"2,a,b,a,b,5",2380
42810,42807,1,2,5,"2,a,b,5",1380
42810,42807,2,2,5,"2,a,b,61,b,5",2314
42810,42807,3,2,5,"2,a,b,61,6,5",2341
42810,42807,4,2,5,"2,a,b,a,b,5",2380
42807,42812,1,13,2,"13,1,2",1611
42807,42812,2,13,2,"13,1,f,2",2365
42807,42812,3,13,2,"13,1,f,e,f,2",2625
42807,42812,4,13,2,"13,1,f,e,f,e,f,2",2885
42815,42811,1,5,62,"5,6,62",779
42815,42811,2,5,62,"5,b,61,c,62",1777
42815,42811,3,5,62,"5,6,61,c,62",1804
42815,42811,4,5,62,"5,b,61,6,62",1912
42811,42808,1,2,5,"2,a,b,5",1380
42811,42808,2,2,5,"2,a,b,61,b,5",2314
42811,42808,3,2,5,"2,a,b,61,6,5",2341
42811,42808,4,2,5,"2,a,b,a,b,5",2380
42808,42814,1,13,2,"13,1,2",1611
42808,42814,2,13,2,"13,1,f,2",2365
42808,42814,3,13,2,"13,1,f,e,f,2",2625
42808,42814,4,13,2,"13,1,f,e,f,e,f,2",2885
42818,42821,1,1,61,"1,f,e,d,61",1833
42818,42821,2,1,61,"1,f,e,c,61",2035
42818,42821,3,1,61,"1,2,a,b,61",2053
42818,42821,4,1,61,"1,f,e,f,e,d,61",2093
42832,42834,1,2,5,"2,a,b,5",1380
42832,42834,2,2,5,"2,a,b,61,b,5",2314
42832,42834,3,2,5,"2,a,b,61,6,5",2341
42832,42834,4,2,5,"2,a,b,a,b,5",2380
42835,42833,1,2,5,"2,a,b,5",1380
42835,42833,2,2,5,"2,a,b,61,b,5",2314
42835,42833,3,2,5,"2,a,b,61,6,5",2341
42835,42833,4,2,5,"2,a,b,a,b,5",2380
42846,42844,1,5,62,"5,6,62",779
42846,42844,2,5,62,"5,b,61,c,62",1777
42846,42844,3,5,62,"5,6,61,c,62",1804
42846,42844,4,5,62,"5,b,61,6,62",1912
42854,42852,1,2,5,"2,a,b,5",1380
42854,42852,2,2,5,"2,a,b,61,b,5",2314
42854,42852,3,2,5,"2,a,b,61,6,5",2341
42854,42852,4,2,5,"2,a,b,a,b,5",2380
42858,42862,1,2,5,"2,a,b,5",1380
42858,42862,2,2,5,"2,a,b,61,b,5",2314
42858,42862,3,2,5,"2,a,b,61,6,5",2341
42858,42862,4,2,5,"2,a,b,a,b,5",2380
42864,42859,1,2,5,"2,a,b,5",1380
42864,42859,2,2,5,"2,a,b,61,b,5",2314
42864,42859,3,2,5,"2,a,b,61,6,5",2341
42864,42859,4,2,5,"2,a,b,a,b,5",2380
42866,42860,1,2,5,"2,a,b,5",1380
42866,42860,2,2,5,"2,a,b,61,b,5",2314
42866,42860,3,2,5,"2,a,b,61,6,5",2341
42866,42860,4,2,5,"2,a,b,a,b,5",2380
42861,42867,1,2,5,"2,a,b,5",1380
42861,42867,2,2,5,"2,a,b,61,b,5",2314
42861,42867,3,2,5,"2,a,b,61,6,5",2341
42861,42867,4,2,5,"2,a,b,a,b,5",2380
42881,42882,1,61,62,"61,c,62",790
42881,42882,2,61,62,"61,6,62",925
42881,42882,3,61,62,"61,b,5,6,62",1766
42881,42882,4,61,62,"61,6,5,6,62",1793
42883,42880,1,5,62,"5,6,62",779
42883,42880,2,5,62,"5,b,61,c,62",1777
42883,42880,3,5,62,"5,6,61,c,62",1804
42883,42880,4,5,62,"5,b,61,6,62",1912
42889,42899,1,1,61,"1,f,e,d,61",1833
42889,42899,2,1,61,"1,f,e,c,61",2035
42889,42899,3,1,61,"1,2,a,b,61",2053
42889,42899,4,1,61,"1,f,e,f,e,d,61",2093
42895,42900,1,2,61,"2,a,b,61",1327
42895,42900,2,2,61,"2,f,e,d,61",1463
42895,42900,3,2,61,"2,a,d,61",1536
42895,42900,4,2,61,"2,f,e,c,61",1665
42901,42896,1,2,62,"2,f,e,c,62",2055
42901,42896,2,2,62,"2,a,b,61,c,62",2117
42901,42896,3,2,62,"2,a,b,5,6,62",2159
42901,42896,4,2,62,"2,a,b,61,6,62",2252
42894,42897,1,1,5,"1,2,a,b,5",2106
42894,42897,2,1,5,"1,f,e,d,61,b,5",2820
42894,42897,3,1,5,"1,2,a,2,a,b,5",2826
42894,42897,4,1,5,"1,f,e,d,a,b,5",2829
42904,42907,1,2,5,"2,a,b,5",1380
42904,42907,2,2,5,"2,a,b,61,b,5",2314
42904,42907,3,2,5,"2,a,b,61,6,5",2341
42904,42907,4,2,5,"2,a,b,a,b,5",2380
42911,42912,1,2,5,"2,a,b,5",1380
42911,42912,2,2,5,"2,a,b,61,b,5",2314
42911,42912,3,2,5,"2,a,b,61,6,5",2341
42911,42912,4,2,5,"2,a,b,a,b,5",2380
42913,42915,1,5,61,"5,b,61",987
42913,42915,2,5,61,"5,6,61",1014
42913,42915,3,5,61,"5,6,62,c,61",1569
42913,42915,4,5,61,"5,6,62,6,61",1704
42921,42920,1,61,62,"61,c,62",790
42921,42920,2,61,62,"61,6,62",925
42921,42920,3,61,62,"61,b,5,6,62",1766
42921,42920,4,61,62,"61,6,5,6,62",1793
42925,42936,1,1,61,"1,f,e,d,61",1833
42925,42936,2,1,61,"1,f,e,c,61",2035
42925,42936,3,1,61,"1,2,a,b,61",2053
42925,42936,4,1,61,"1,f,e,f,e,d,61",2093
42936,42926,1,1,61,"1,f,e,d,61",1833
42936,42926,2,1,61,"1,f,e,c,61",2035
42936,42926,3,1,61,"1,2,a,b,61",2053
42936,42926,4,1,61,"1,f,e,f,e,d,61",2093
42939,42937,1,5,62,"5,6,62",779
42939,42937,2,5,62,"5,b,61,c,62",1777
42939,42937,3,5,62,"5,6,61,c,62",1804
42939,42937,4,5,62,"5,b,61,6,62",1912
42944,42942,1,61,62,"61,c,62",790
42944,42942,2,61,62,"61,6,62",925
42944,42942,3,61,62,"61,b,5,6,62",1766
42944,42942,4,61,62,"61,6,5,6,62",1793
42953,42952,1,61,62,"61,c,62",790
42953,42952,2,61,62,"61,6,62",925
42953,42952,3,61,62,"61,b,5,6,62",1766
42953,42952,4,61,62,"61,6,5,6,62",1793
42952,42950,1,5,61,"5,b,61",987
42952,42950,2,5,61,"5,6,61",1014
42952,42950,3,5,61,"5,6,62,c,61",1569
42952,42950,4,5,61,"5,6,62,6,61",1704
42951,42949,1,2,5,"2,a,b,5",1380
42951,42949,2,2,5,"2,a,b,61,b,5",2314
42951,42949,3,2,5,"2,a,b,61,6,5",2341
42951,42949,4,2,5,"2,a,b,a,b,5",2380
42962,42955,1,1,62,"1,f,e,c,62",2425
42962,42955,2,1,62,"1,f,e,d,61,c,62",2623
42962,42955,3,1,62,"1,f,e,f,e,c,62",2685
42962,42955,4,1,62,"1,f,e,d,61,6,62",2758
42964,42963,1,2,5,"2,a,b,5",1380
42964,42963,2,2,5,"2,a,b,61,b,5",2314
42964,42963,3,2,5,"2,a,b,61,6,5",2341
42964,42963,4,2,5,"2,a,b,a,b,5",2380
42973,42971,1,12,13,"12,1,13",1636
42973,42971,2,12,13,"12,1,2,1,13",3088
42973,42971,3,12,13,"12,1,f,1,13",3486
42973,42971,4,12,13,"12,1,f,e,f,1,13",3746
42974,42976,1,2,5,"2,a,b,5",1380
42974,42976,2,2,5,"2,a,b,61,b,5",2314
42974,42976,3,2,5,"2,a,b,61,6,5",2341
42974,42976,4,2,5,"2,a,b,a,b,5",2380
42988,42980,1,2,62,"2,f,e,c,62",2055
42988,42980,2,2,62,"2,a,b,61,c,62",2117
42988,42980,3,2,62,"2,a,b,5,6,62",2159
42988,42980,4,2,62,"2,a,b,61,6,62",2252
42989,42990,1,2,61,"2,a,b,61",1327
42989,42990,2,2,61,"2,f,e,d,61",1463
42989,42990,3,2,61,"2,a,d,61",1536
42989,42990,4,2,61,"2,f,e,c,61",1665
42995,42993,1,12,2,"12,1,2",1477
42995,42993,2,12,2,"12,1,f,2",2231
42995,42993,3,12,2,"12,1,f,e,f,2",2491
42995,42993,4,12,2,"12,1,f,e,f,e,f,2",2751
43001,43002,1,61,62,"61,c,62",790
43001,43002,2,61,62,"61,6,62",925
43001,43002,3,61,62,"61,b,5,6,62",1766
43001,43002,4,61,62,"61,6,5,6,62",1793
43005,43009,1,5,61,"5,b,61",987
43005,43009,2,5,61,"5,6,61",1014
43005,43009,3,5,61,"5,6,62,c,61",1569
43005,43009,4,5,61,"5,6,62,6,61",1704
43008,43003,1,2,5,"2,a,b,5",1380
43008,43003,2,2,5,"2,a,b,61,b,5",2314
43008,43003,3,2,5,"2,a,b,61,6,5",2341
43008,43003,4,2,5,"2,a,b,a,b,5",2380
43033,43030,1,12,2,"12,1,2",1477
43033,43030,2,12,2,"12,1,f,2",2231
43033,43030,3,12,2,"12,1,f,e,f,2",2491
43033,43030,4,12,2,"12,1,f,e,f,e,f,2",2751
43032,43036,1,2,61,"2,a,b,61",1327
43032,43036,2,2,61,"2,f,e,d,61",1463
43032,43036,3,2,61,"2,a,d,61",1536
43032,43036,4,2,61,"2,f,e,c,61",1665
43042,43039,1,5,61,"5,b,61",987
43042,43039,2,5,61,"5,6,61",1014
43042,43039,3,5,61,"5,6,62,c,61",1569
43042,43039,4,5,61,"5,6,62,6,61",1704
43053,43051,1,5,62,"5,6,62",779
43053,43051,2,5,62,"5,b,61,c,62",1777
43053,43051,3,5,62,"5,6,61,c,62",1804
43053,43051,4,5,62,"5,b,61,6,62",1912
43058,43056,1,61,62,"61,c,62",790
43058,43056,2,61,62,"61,6,62",925
43058,43056,3,61,62,"61,b,5,6,62",1766
43058,43056,4,61,62,"61,6,5,6,62",1793
43057,43054,1,1,61,"1,f,e,d,61",1833
43057,43054,2,1,61,"1,f,e,c,61",2035
43057,43054,3,1,61,"1,2,a,b,61",2053
43057,43054,4,1,61,"1,f,e,f,e,d,61",2093
43064,43059,1,2,61,"2,a,b,61",1327
43064,43059,2,2,61,"2,f,e,d,61",1463
43064,43059,3,2,61,"2,a,d,61",1536
43064,43059,4,2,61,"2,f,e,c,61",1665
43059,43060,1,2,5,"2,a,b,5",1380
43059,43060,2,2,5,"2,a,b,61,b,5",2314
43059,43060,3,2,5,"2,a,b,61,6,5",2341
43059,43060,4,2,5,"2,a,b,a,b,5",2380
43065,43062,1,5,62,"5,6,62",779
43065,43062,2,5,62,"5,b,61,c,62",1777
43065,43062,3,5,62,"5,6,61,c,62",1804
43065,43062,4,5,62,"5,b,61,6,62",1912
43080,43076,1,2,5,"2,a,b,5",1380
43080,43076,2,2,5,"2,a,b,61,b,5",2314
43080,43076,3,2,5,"2,a,b,61,6,5",2341
43080,43076,4,2,5,"2,a,b,a,b,5",2380
43077,43081,1,2,61,"2,a,b,61",1327
43077,43081,2,2,61,"2,f,e,d,61",1463
43077,43081,3,2,61,"2,a,d,61",1536
43077,43081,4,2,61,"2,f,e,c,61",1665
43085,43087,1,2,61,"2,a,b,61",1327
43085,43087,2,2,61,"2,f,e,d,61",1463
43085,43087,3,2,61,"2,a,d,61",1536
43085,43087,4,2,61,"2,f,e,c,61",1665
43091,43089,1,2,62,"2,f,e,c,62",2055
43091,43089,2,2,62,"2,a,b,61,c,62",2117
43091,43089,3,2,62,"2,a,b,5,6,62",2159
43091,43089,4,2,62,"2,a,b,61,6,62",2252
43103,43102,1,61,62,"61,c,62",790
43103,43102,2,61,62,"61,6,62",925
43103,43102,3,61,62,"61,b,5,6,62",1766
43103,43102,4,61,62,"61,6,5,6,62",1793
43126,43117,1,1,62,"1,f,e,c,62",2425
43126,43117,2,1,62,"1,f,e,d,61,c,62",2623
43126,43117,3,1,62,"1,f,e,f,e,c,62",2685
43126,43117,4,1,62,"1,f,e,d,61,6,62",2758
43125,43124,1,5,61,"5,b,61",987
43125,43124,2,5,61,"5,6,61",1014
43125,43124,3,5,61,"5,6,62,c,61",1569
43125,43124,4,5,61,"5,6,62,6,61",1704
43124,43123,1,2,5,"2,a,b,5",1380
43124,43123,2,2,5,"2,a,b,61,b,5",2314
43124,43123,3,2,5,"2,a,b,61,6,5",2341
43124,43123,4,2,5,"2,a,b,a,b,5",2380
43122,43127,1,1,62,"1,f,e,c,62",2425
43122,43127,2,1,62,"1,f,e,d,61,c,62",2623
43122,43127,3,1,62,"1,f,e,f,e,c,62",2685
43122,43127,4,1,62,"1,f,e,d,61,6,62",2758
43130,43137,1,1,62,"1,f,e,c,62",2425
43130,43137,2,1,62,"1,f,e,d,61,c,62",2623
43130,43137,3,1,62,"1,f,e,f,e,c,62",2685
43130,43137,4,1,62,"1,f,e,d,61,6,62",2758
43138,43131,1,1,62,"1,f,e,c,62",2425
43138,43131,2,1,62,"1,f,e,d,61,c,62",2623
43138,43131,3,1,62,"1,f,e,f,e,c,62",2685
43138,43131,4,1,62,"1,f,e,d,61,6,62",2758
43162,43161,1,61,62,"61,c,62",790
43162,43161,2,61,62,"61,6,62",925
43162,43161,3,61,62,"61,b,5,6,62",1766
43162,43161,4,61,62,"61,6,5,6,62",1793
43165,43166,1,61,62,"61,c,62",790
43165,43166,2,61,62,"61,6,62",925
43165,43166,3,61,62,"61,b,5,6,62",1766
43165,43166,4,61,62,"61,6,5,6,62",1793
43166,43163,1,5,62,"5,6,62",779
43166,43163,2,5,62,"5,b,61,c,62",1777
43166,43163,3,5,62,"5,6,61,c,62",1804
43166,43163,4,5,62,"5,b,61,6,62",1912
43174,43167,1,1,61,"1,f,e,d,61",1833
43174,43167,2,1,61,"1,f,e,c,61",2035
43174,43167,3,1,61,"1,2,a,b,61",2053
43174,43167,4,1,61,"1,f,e,f,e,d,61",2093
43197,43198,1,61,62,"61,c,62",790
43197,43198,2,61,62,"61,6,62",925
43197,43198,3,61,62,"61,b,5,6,62",1766
43197,43198,4,61,62,"61,6,5,6,62",1793
43210,43209,1,2,5,"2,a,b,5",1380
43210,43209,2,2,5,"2,a,b,61,b,5",2314
43210,43209,3,2,5,"2,a,b,61,6,5",2341
43210,43209,4,2,5,"2,a,b,a,b,5",2380
43219,43218,1,5,62,"5,6,62",779
43219,43218,2,5,62,"5,b,61,c,62",1777
43219,43218,3,5,62,"5,6,61,c,62",1804
43219,43218,4,5,62,"5,b,61,6,62",1912
43220,43223,1,2,61,"2,a,b,61",1327
43220,43223,2,2,61,"2,f,e,d,61",1463
43220,43223,3,2,61,"2,a,d,61",1536
43220,43223,4,2,61,"2,f,e,c,61",1665
43222,43224,1,2,61,"2,a,b,61",1327
43222,43224,2,2,61,"2,f,e,d,61",1463
43222,43224,3,2,61,"2,a,d,61",1536
43222,43224,4,2,61,"2,f,e,c,61",1665
43226,43227,1,2,5,"2,a,b,5",1380
43226,43227,2,2,5,"2,a,b,61,b,5",2314
43226,43227,3,2,5,"2,a,b,61,6,5",2341
43226,43227,4,2,5,"2,a,b,a,b,5",2380
43234,43233,1,12,2,"12,1,2",1477
43234,43233,2,12,2,"12,1,f,2",2231
43234,43233,3,12,2,"12,1,f,e,f,2",2491
43234,43233,4,12,2,"12,1,f,e,f,e,f,2",2751
43244,43247,1,1,5,"1,2,a,b,5",2106
43244,43247,2,1,5,"1,f,e,d,61,b,5",2820
43244,43247,3,1,5,"1,2,a,2,a,b,5",2826
43244,43247,4,1,5,"1,f,e,d,a,b,5",2829
43253,43250,1,12,2,"12,1,2",1477
43253,43250,2,12,2,"12,1,f,2",2231
43253,43250,3,12,2,"12,1,f,e,f,2",2491
43253,43250,4,12,2,"12,1,f,e,f,e,f,2",2751
43251,43254,1,5,61,"5,b,61",987
43251,43254,2,5,61,"5,6,61",1014
43251,43254,3,5,61,"5,6,62,c,61",1569
43251,43254,4,5,61,"5,6,62,6,61",1704
43262,43263,1,13,62,"13,1,f,e,c,62",3310
43262,43263,2,13,62,"13,1,f,e,d,61,c,62",3508
43262,43263,3,13,62,"13,1,f,e,f,e,c,62",3570
43262,43263,4,13,62,"13,1,f,e,d,61,6,62",3643
43266,43265,1,5,61,"5,b,61",987
43266,43265,2,5,61,"5,6,61",1014
43266,43265,3,5,61,"5,6,62,c,61",1569
43266,43265,4,5,61,"5,6,62,6,61",1704
43282,43277,1,5,61,"5,b,61",987
43282,43277,2,5,61,"5,6,61",1014
43282,43277,3,5,61,"5,6,62,c,61",1569
43282,43277,4,5,61,"5,6,62,6,61",1704
43279,43283,1,5,61,"5,b,61",987
43279,43283,2,5,61,"5,6,61",1014
43279,43283,3,5,61,"5,6,62,c,61",1569
43279,43283,4,5,61,"5,6,62,6,61",1704
43300,43297,1,5,62,"5,6,62",779
43300,43297,2,5,62,"5,b,61,c,62",1777
43300,43297,3,5,62,"5,6,61,c,62",1804
43300,43297,4,5,62,"5,b,61,6,62",1912
43307,43310,1,2,61,"2,a,b,61",1327
43307,43310,2,2,61,"2,f,e,d,61",1463
43307,43310,3,2,61,"2,a,d,61",1536
43307,43310,4,2,61,"2,f,e,c,61",1665
43330,43327,1,61,62,"61,c,62",790
43330,43327,2,61,62,"61,6,62",925
43330,43327,3,61,62,"61,b,5,6,62",1766
43330,43327,4,61,62,"61,6,5,6,62",1793
43363,43361,1,5,62,"5,6,62",779
43363,43361,2,5,62,"5,b,61,c,62",1777
43363,43361,3,5,62,"5,6,61,c,62",1804
43363,43361,4,5,62,"5,b,61,6,62",1912
43364,43368,1,1,61,"1,f,e,d,61",1833
43364,43368,2,1,61,"1,f,e,c,61",2035
43364,43368,3,1,61,"1,2,a,b,61",2053
43364,43368,4,1,61,"1,f,e,f,e,d,61",2093
43369,43370,1,5,61,"5,b,61",987
43369,43370,2,5,61,"5,6,61",1014
43369,43370,3,5,61,"5,6,62,c,61",1569
43369,43370,4,5,61,"5,6,62,6,61",1704
43370,43372,1,61,62,"61,c,62",790
43370,43372,2,61,62,"61,6,62",925
43370,43372,3,61,62,"61,b,5,6,62",1766
43370,43372,4,61,62,"61,6,5,6,62",1793
43372,43371,1,61,62,"61,c,62",790
43372,43371,2,61,62,"61,6,62",925
43372,43371,3,61,62,"61,b,5,6,62",1766
43372,43371,4,61,62,"61,6,5,6,62",1793
43389,43391,1,2,5,"2,a,b,5",1380
43389,43391,2,2,5,"2,a,b,61,b,5",2314
43389,43391,3,2,5,"2,a,b,61,6,5",2341
43389,43391,4,2,5,"2,a,b,a,b,5",2380
43391,43398,1,5,61,"5,b,61",987
43391,43398,2,5,61,"5,6,61",1014
43391,43398,3,5,61,"5,6,62,c,61",1569
43391,43398,4,5,61,"5,6,62,6,61",1704
43398,43384,1,1,61,"1,f,e,d,61",1833
43398,43384,2,1,61,"1,f,e,c,61",2035
43398,43384,3,1,61,"1,2,a,b,61",2053
43398,43384,4,1,61,"1,f,e,f,e,d,61",2093
43388,43392,1,1,5,"1,2,a,b,5",2106
43388,43392,2,1,5,"1,f,e,d,61,b,5",2820
43388,43392,3,1,5,"1,2,a,2,a,b,5",2826
43388,43392,4,1,5,"1,f,e,d,a,b,5",2829
43400,43399,1,5,61,"5,b,61",987
43400,43399,2,5,61,"5,6,61",1014
43400,43399,3,5,61,"5,6,62,c,61",1569
43400,43399,4,5,61,"5,6,62,6,61",1704
43411,43408,1,61,62,"61,c,62",790
43411,43408,2,61,62,"61,6,62",925
43411,43408,3,61,62,"61,b,5,6,62",1766
43411,43408,4,61,62,"61,6,5,6,62",1793
43408,43404,1,12,61,"12,1,f,e,d,61",2584
43408,43404,2,12,61,"12,1,f,e,c,61",2786
43408,43404,3,12,61,"12,1,2,a,b,61",2804
43408,43404,4,12,61,"12,1,f,e,f,e,d,61",2844
43409,43412,1,61,62,"61,c,62",790
43409,43412,2,61,62,"61,6,62",925
43409,43412,3,61,62,"61,b,5,6,62",1766
43409,43412,4,61,62,"61,6,5,6,62",1793
43412,43401,1,1,62,"1,f,e,c,62",2425
43412,43401,2,1,62,"1,f,e,d,61,c,62",2623
43412,43401,3,1,62,"1,f,e,f,e,c,62",2685
43412,43401,4,1,62,"1,f,e,d,61,6,62",2758
43421,43424,1,2,5,"2,a,b,5",1380
43421,43424,2,2,5,"2,a,b,61,b,5",2314
43421,43424,3,2,5,"2,a,b,61,6,5",2341
43421,43424,4,2,5,"2,a,b,a,b,5",2380
43425,43422,1,2,5,"2,a,b,5",1380
43425,43422,2,2,5,"2,a,b,61,b,5",2314
43425,43422,3,2,5,"2,a,b,61,6,5",2341
43425,43422,4,2,5,"2,a,b,a,b,5",2380
43426,43423,1,2,5,"2,a,b,5",1380
43426,43423,2,2,5,"2,a,b,61,b,5",2314
43426,43423,3,2,5,"2,a,b,61,6,5",2341
43426,43423,4,2,5,"2,a,b,a,b,5",2380
43429,43431,1,2,5,"2,a,b,5",1380
43429,43431,2,2,5,"2,a,b,61,b,5",2314
43429,43431,3,2,5,"2,a,b,61,6,5",2341
43429,43431,4,2,5,"2,a,b,a,b,5",2380
43433,43430,1,2,5,"2,a,b,5",1380
43433,43430,2,2,5,"2,a,b,61,b,5",2314
43433,43430,3,2,5,"2,a,b,61,6,5",2341
43433,43430,4,2,5,"2,a,b,a,b,5",2380
43441,43440,1,1,61,"1,f,e,d,61",1833
43441,43440,2,1,61,"1,f,e,c,61",2035
43441,43440,3,1,61,"1,2,a,b,61",2053
43441,43440,4,1,61,"1,f,e,f,e,d,61",2093
43450,43446,1,2,61,"2,a,b,61",1327
43450,43446,2,2,61,"2,f,e,d,61",1463
43450,43446,3,2,61,"2,a,d,61",1536
43450,43446,4,2,61,"2,f,e,c,61",1665
43447,43451,1,2,61,"2,a,b,61",1327
43447,43451,2,2,61,"2,f,e,d,61",1463
43447,43451,3,2,61,"2,a,d,61",1536
43447,43451,4,2,61,"2,f,e,c,61",1665
43452,43448,1,2,61,"2,a,b,61",1327
43452,43448,2,2,61,"2,f,e,d,61",1463
43452,43448,3,2,61,"2,a,d,61",1536
43452,43448,4,2,61,"2,f,e,c,61",1665
43454,43443,1,1,62,"1,f,e,c,62",2425
43454,43443,2,1,62,"1,f,e,d,61,c,62",2623
43454,43443,3,1,62,"1,f,e,f,e,c,62",2685
43454,43443,4,1,62,"1,f,e,d,61,6,62",2758
43449,43453,1,2,61,"2,a,b,61",1327
43449,43453,2,2,61,"2,f,e,d,61",1463
43449,43453,3,2,61,"2,a,d,61",1536
43449,43453,4,2,61,"2,f,e,c,61",1665
43457,43456,1,12,61,"12,1,f,e,d,61",2584
43457,43456,2,12,61,"12,1,f,e,c,61",2786
43457,43456,3,12,61,"12,1,2,a,b,61",2804
43457,43456,4,12,61,"12,1,f,e,f,e,d,61",2844
43468,43471,1,2,5,"2,a,b,5",1380
43468,43471,2,2,5,"2,a,b,61,b,5",2314
43468,43471,3,2,5,"2,a,b,61,6,5",2341
43468,43471,4,2,5,"2,a,b,a,b,5",2380
43472,43474,1,5,61,"5,b,61",987
43472,43474,2,5,61,"5,6,61",1014
43472,43474,3,5,61,"5,6,62,c,61",1569
43472,43474,4,5,61,"5,6,62,6,61",1704
43474,43460,1,1,61,"1,f,e,d,61",1833
43474,43460,2,1,61,"1,f,e,c,61",2035
43474,43460,3,1,61,"1,2,a,b,61",2053
43474,43460,4,1,61,"1,f,e,f,e,d,61",2093
43465,43475,1,1,61,"1,f,e,d,61",1833
43465,43475,2,1,61,"1,f,e,c,61",2035
43465,43475,3,1,61,"1,2,a,b,61",2053
43465,43475,4,1,61,"1,f,e,f,e,d,61",2093
